"UniqueID","DietStudy","LogNumber","Project","GearType","Year","Month","Date","Time","Station","SerialNumber","CultureOrigin","Depth","SurfaceTemperature","SurfaceConductivity","SurfacePPT","BottomTemperature","BottomConductivity","BottomPPT","Secchi","Turbidity","TotalBodyWeight","Length","GutContents","TotalGutContentWeight","TotalNumberOfPrey","TotalPreyWeight","GutFullness","FullnessRank","DigestionRank","Debris","Unid animal material","Unid plant material","Stomach tissue","Worm pieces","Acanthocyclops spp","Acartia copepodid","Acartia spp","Acartiella copepodid","Acartiella sinensis","Barnacle nauplii","Bosmina spp","Calanoid copepodid","Ceriodaphnia spp","Chironomid larvae","Clams","Copepod nauplii","Corophium type","Crab zoea","Cumaceans","Cyclopoid copepodid","Daphnia spp","Diaphanosoma spp","Diaptomus copepodid","Diaptomus spp","Eurytemora copepodid","Eurytemora nauplii","Eurytemora spp","Fish eggs","Gammarus type","Harpacticoids","Hyperacanthomysis longirostris","Isopods","Limnoithona copepodid","Limnoithona spp","Longfin Smelt","Neomysis kadiakensis","Neomysis mercedis","Nippoleucon hinumensis","Oithona copepodid","Oithona davisae","Osphranticum","Ostracods","Other calanoid","Other cladocera","Other cyclopoid","Other insect larvae","Other malacostraca","Other rotifer","Other zooplankton","Pacific Herring","Palaemon","Prickly Sculpin","Pseudodiaptomus copepodid","Pseudodiaptomus forbesi","Pseudodiaptomus marinus","Pseudodiaptomus nauplii","Pseudodiaptomus spp","Sinocalanus copepodid","Sinocalanus nauplii","Sinocalanus spp","Synchaeta","Terrestrial invertebrates","Tortanus copepodid","Tortanus dextrilobatus","Tortanus spp","Tridentiger spp","Unid amphipod","Unid calanoid","Unid cladocera","Unid copepod","Unid cyclopoid","Unid fish","Unid mysids"
"DOP 0012 EDSM 2017-09-18 18-08-LSR01 E12","DOP","0012","EDSM","KT",2017,9,2017-09-18,10:13:00,"18-08-LSR01","E12","U",NA,20.9,182,0.08,NA,NA,NA,56.0000002,19.8,1.0686,55,"Y",NA,31,NA,0.15949,3,3,"N","Y","N","N","N",0,0,0,0,5,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"DOP 0013 EDSM 2017-09-18 18-08-LSR01 E13","DOP","0013","EDSM","KT",2017,9,2017-09-18,10:13:00,"18-08-LSR01","E13","U",NA,20.9,182,0.08,NA,NA,NA,56.0000002,19.8,1.0242,57,"Y",NA,4,NA,0.02144,1,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP 0014 EDSM 2017-09-18 18-08-LSR01 E14","DOP","0014","EDSM","KT",2017,9,2017-09-18,10:13:00,"18-08-LSR01","E14","U",NA,20.9,182,0.08,NA,NA,NA,56.0000002,19.8,0.9596,53,"Y",NA,41,NA,0.22009,2,3,"N","N","N","N","N",0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP 0015 EDSM 2017-09-18 18-08-LSR01 E15","DOP","0015","EDSM","KT",2017,9,2017-09-18,10:13:00,"18-08-LSR01","E15","U",NA,20.9,182,0.08,NA,NA,NA,56.0000002,19.8,0.6474,46,"Y",NA,3,NA,0.02544,1,2,"Y","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP 0016 EDSM 2017-09-18 18-08-LSR01 E16","DOP","0016","EDSM","KT",2017,9,2017-09-18,10:13:00,"18-08-LSR01","E16","U",NA,20.9,182,0.08,NA,NA,NA,56.0000002,19.8,0.7045,51,"Y",NA,2,NA,0.01559,1,2,"N","Y","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP 0017 EDSM 2017-09-18 18-08-LSR01 E17","DOP","0017","EDSM","KT",2017,9,2017-09-18,10:13:00,"18-08-LSR01","E17","U",NA,20.9,182,0.08,NA,NA,NA,56.0000002,19.8,0.6586,45,"Y",0.00837,6,0.00837,0.09367,2,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP 0018 EDSM 2017-09-18 18-08-LSR01 E18","DOP","0018","EDSM","KT",2017,9,2017-09-18,10:13:00,"18-08-LSR01","E18","U",NA,20.9,182,0.08,NA,NA,NA,56.0000002,19.8,1.2123,55,"Y",NA,2,NA,0.00906,1,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP 0019 EDSM 2017-09-18 18-08-LSR01 E19","DOP","0019","EDSM","KT",2017,9,2017-09-18,10:13:00,"18-08-LSR01","E19","U",NA,20.9,182,0.08,NA,NA,NA,56.0000002,19.8,0.4813,40,"N",NA,0,NA,0,0,NA,"Y","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP 0020 EDSM 2017-09-18 18-08-LSR01 E20","DOP","0020","EDSM","KT",2017,9,2017-09-18,10:13:00,"18-08-LSR01","E20","U",NA,20.9,182,0.08,NA,NA,NA,56.0000002,19.8,0.7869,47,"Y",NA,24,NA,0.13792,2,3,"N","N","N","N","N",0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"DOP 0021 EDSM 2017-09-18 18-08-LSR01 E21","DOP","0021","EDSM","KT",2017,9,2017-09-18,10:13:00,"18-08-LSR01","E21","U",NA,20.9,182,0.08,NA,NA,NA,56.0000002,19.8,0.6673,48,"Y",NA,17,NA,0.104,1,2,"N","N","N","N","N",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"DOP 0022 EDSM 2017-09-18 18-08-LSR02 E22","DOP","0022","EDSM","KT",2017,9,2017-09-18,11:08:00,"18-08-LSR02","E22","U",NA,21.4,436,0.19,NA,NA,NA,54.0000021,21.2,0.6259,43,"Y",0.00373,21,0.00373,0.16041,2,3,"N","Y","N","N","N",0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP 0023 EDSM 2017-09-18 18-08-LSR02 E23","DOP","0023","EDSM","KT",2017,9,2017-09-18,11:08:00,"18-08-LSR02","E23","U",NA,21.4,436,0.19,NA,NA,NA,54.0000021,21.2,0.5445,44,"Y",NA,106,NA,0.51167,3,3,"N","N","N","N","N",0,0,0,0,2,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,26,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"DOP 0024 EDSM 2017-09-18 18-08-LSR01 E24","DOP","0024","EDSM","KT",2017,9,2017-09-18,10:13:00,"18-08-LSR01","E24","U",NA,20.9,182,0.08,NA,NA,NA,56.0000002,19.8,1.2907,57,"Y",NA,53,NA,0.27507,3,3,"N","Y","N","N","N",0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"DOP 0025 EDSM 2017-09-29 18-09-LSR01 E25","DOP","0025","EDSM","KT",2017,9,2017-09-29,08:09:00,"18-09-LSR01","E25","U",NA,18.9,157,0.07,NA,NA,NA,107.0000052,9.7,1.1962,55,"Y",NA,28,NA,0.06644,1,3,"Y","N","N","N","N",0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP 0026 EDSM 2017-10-04 18-10-LSR06 E26","DOP","0026","EDSM","KT",2017,10,2017-10-04,08:36:00,"18-10-LSR06","E26","U",NA,18.4,886,0.42,NA,NA,NA,51.9999981,20.4,1.3765,61,"Y",0.00842,9,0.00842,0.0427,1,2,"Y","N","Y","N","N",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP 0027 EDSM 2017-10-10 18-11-LSR01 E27","DOP","0027","EDSM","KT",2017,10,2017-10-10,08:09:00,"18-11-LSR01","E27","U",NA,16.7,118,0.05,NA,NA,NA,52.9999971,46.1,0.9488,55,"Y",NA,9,NA,0.42153,3,3,"N","N","Y","N","N",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DOP 0028 EDSM 2017-10-10 18-11-LSR01 E28","DOP","0028","EDSM","KT",2017,10,2017-10-10,08:09:00,"18-11-LSR01","E28","U",NA,16.7,118,0.05,NA,NA,NA,52.9999971,46.1,0.6341,47,"Y",0.00513,15,0.00513,0.23246,2,3,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP 0029 EDSM 2017-10-10 18-11-LSR01 E29","DOP","0029","EDSM","KT",2017,10,2017-10-10,08:09:00,"18-11-LSR01","E29","U",NA,16.7,118,0.05,NA,NA,NA,52.9999971,46.1,0.908,54,"Y",0.00618,19,0.00618,0.19216,2,2,"N","N","Y","N","N",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DOP 0030 EDSM 2017-10-10 18-11-LSR01 E30","DOP","0030","EDSM","KT",2017,10,2017-10-10,08:09:00,"18-11-LSR01","E30","U",NA,16.7,118,0.05,NA,NA,NA,52.9999971,46.1,0.7389,50,"Y",0.00319,17,0.00319,0.79204,4,3,"N","N","Y","N","N",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"DOP 0031 EDSM 2017-10-10 18-11-LSR01 E31","DOP","0031","EDSM","KT",2017,10,2017-10-10,08:09:00,"18-11-LSR01","E31","U",NA,16.7,118,0.05,NA,NA,NA,52.9999971,46.1,0.4462,45,"Y",0.00217,23,0.00217,0.65832,2,3,"Y","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"DOP 0032 EDSM 2017-10-10 18-11-LSR01 E32","DOP","0032","EDSM","KT",2017,10,2017-10-10,08:09:00,"18-11-LSR01","E32","U",NA,16.7,118,0.05,NA,NA,NA,52.9999971,46.1,1.1971,58,"Y",0.00141,16,0.00141,0.62673,3,3,"N","N","N","N","N",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP 0033 EDSM 2017-10-10 18-11-LSR01 E33","DOP","0033","EDSM","KT",2017,10,2017-10-10,08:09:00,"18-11-LSR01","E33","U",NA,16.7,118,0.05,NA,NA,NA,52.9999971,46.1,0.8114,53,"Y",0.00149,3,0.00149,0.01773,1,2,"N","N","N","N","N",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP 0034 EDSM 2017-10-10 18-11-LSR01 E34","DOP","0034","EDSM","KT",2017,10,2017-10-10,08:09:00,"18-11-LSR01","E34","U",NA,16.7,118,0.05,NA,NA,NA,52.9999971,46.1,1.3289,62,"Y",0.00342,6,0.00342,0.31373,2,3,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP 0035 EDSM 2017-10-10 18-11-LSR01 E35","DOP","0035","EDSM","KT",2017,10,2017-10-10,08:09:00,"18-11-LSR01","E35","U",NA,16.7,118,0.05,NA,NA,NA,52.9999971,46.1,0.7706,52,"Y",0.00318,17,0.00318,0.05661,1,3,"N","N","N","N","N",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP 0036 EDSM 2017-10-10 18-11-LSR01 E36","DOP","0036","EDSM","KT",2017,10,2017-10-10,08:09:00,"18-11-LSR01","E36","U",NA,16.7,118,0.05,NA,NA,NA,52.9999971,46.1,1.7958,67,"Y",NA,21,NA,0.62958,3,2,"N","N","N","N","N",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP 0037 EDSM 2017-10-10 18-11-LSR01 E37","DOP","0037","EDSM","KT",2017,10,2017-10-10,08:09:00,"18-11-LSR01","E37","U",NA,16.7,118,0.05,NA,NA,NA,52.9999971,46.1,1.138,60,"Y",NA,12,NA,0.1009,2,3,"N","N","N","N","N",0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP 0038 EDSM 2017-10-10 18-11-LSR01 E38","DOP","0038","EDSM","KT",2017,10,2017-10-10,08:09:00,"18-11-LSR01","E38","U",NA,16.7,118,0.05,NA,NA,NA,52.9999971,46.1,1.8539,67,"Y",0.02072,18,0.02072,0.97663,4,3,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP 0039 EDSM 2017-10-10 18-11-LSR01 E39","DOP","0039","EDSM","KT",2017,10,2017-10-10,08:39:00,"18-11-LSR01","E39","U",NA,16.8,137,0.06,NA,NA,NA,51.9999981,36.1,1.4231,59,"Y",NA,23,NA,0.7664,4,3,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP 0040 EDSM 2017-10-10 18-11-LSR01 E40","DOP","0040","EDSM","KT",2017,10,2017-10-10,08:39:00,"18-11-LSR01","E40","U",NA,16.8,137,0.06,NA,NA,NA,51.9999981,36.1,1.0772,57,"Y",0.00801,29,0.00801,0.52427,3,3,"N","N","N","N","N",0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0
"DOP 0041 EDSM 2017-10-10 18-11-LSR01 E41","DOP","0041","EDSM","KT",2017,10,2017-10-10,08:39:00,"18-11-LSR01","E41","U",NA,16.8,137,0.06,NA,NA,NA,51.9999981,36.1,0.8376,54,"Y",NA,53,NA,0.28889,3,3,"N","N","Y","N","N",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"DOP 0042 EDSM 2017-10-10 18-11-LSR01 E42","DOP","0042","EDSM","KT",2017,10,2017-10-10,08:39:00,"18-11-LSR01","E42","U",NA,16.8,137,0.06,NA,NA,NA,51.9999981,36.1,0.8343,52,"Y",0.00493,44,0.00493,0.24976,3,3,"N","N","N","N","N",0,0,0,0,6,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"DOP 0043 EDSM 2017-10-10 18-11-LSR01 E43","DOP","0043","EDSM","KT",2017,10,2017-10-10,08:39:00,"18-11-LSR01","E43","U",NA,16.8,137,0.06,NA,NA,NA,51.9999981,36.1,1.3562,57,"Y",0.00102,48,0.00102,0.0901,2,3,"N","N","N","N","N",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP 0044 EDSM 2017-10-10 18-11-LSR01 E44","DOP","0044","EDSM","KT",2017,10,2017-10-10,08:39:00,"18-11-LSR01","E44","U",NA,16.8,137,0.06,NA,NA,NA,51.9999981,36.1,1.4888,65,"Y",NA,51,NA,0.89926,4,3,"N","N","Y","N","N",0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP 0045 EDSM 2017-10-10 18-11-LSR01 E45","DOP","0045","EDSM","KT",2017,10,2017-10-10,08:39:00,"18-11-LSR01","E45","U",NA,16.8,137,0.06,NA,NA,NA,51.9999981,36.1,1.1992,59,"Y",NA,53,NA,1.51567,4,3,"N","N","Y","N","N",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP 0046 EDSM 2017-10-10 18-11-LSR01 E46","DOP","0046","EDSM","KT",2017,10,2017-10-10,08:39:00,"18-11-LSR01","E46","U",NA,16.8,137,0.06,NA,NA,NA,51.9999981,36.1,1.1397,60,"Y",NA,6,NA,0.40203,2,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP 0047 EDSM 2017-10-10 18-11-LSR01 E47","DOP","0047","EDSM","KT",2017,10,2017-10-10,08:39:00,"18-11-LSR01","E47","U",NA,16.8,137,0.06,NA,NA,NA,51.9999981,36.1,0.7823,54,"Y",0.00382,54,0.00382,0.28543,2,2,"N","N","N","N","N",0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"DOP 0048 EDSM 2017-10-10 18-11-LSR01 E48","DOP","0048","EDSM","KT",2017,10,2017-10-10,08:39:00,"18-11-LSR01","E48","U",NA,16.8,137,0.06,NA,NA,NA,51.9999981,36.1,0.9898,56,"Y",NA,4,NA,0.01142,1,2,"N","Y","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP 0049 EDSM 2017-10-10 18-11-LSR01 E49","DOP","0049","EDSM","KT",2017,10,2017-10-10,08:39:00,"18-11-LSR01","E49","U",NA,16.8,137,0.06,NA,NA,NA,51.9999981,36.1,1.1965,57,"Y",NA,39,NA,0.33819,2,2,"Y","N","Y","N","N",0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"DOP 0050 EDSM 2017-10-10 18-11-LSR01 E50","DOP","0050","EDSM","KT",2017,10,2017-10-10,08:39:00,"18-11-LSR01","E50","U",NA,16.8,137,0.06,NA,NA,NA,51.9999981,36.1,0.7393,54,"Y",NA,47,NA,0.38242,3,3,"N","N","N","N","N",0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"DOP 0051 EDSM 2017-10-10 18-11-LSR01 E51","DOP","0051","EDSM","KT",2017,10,2017-10-10,08:39:00,"18-11-LSR01","E51","U",NA,16.8,137,0.06,NA,NA,NA,51.9999981,36.1,0.9758,61,"Y",NA,30,NA,0.61642,2,3,"Y","N","N","N","N",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"DOP 0052 EDSM 2017-10-10 18-11-LSR01 E52","DOP","0052","EDSM","KT",2017,10,2017-10-10,08:39:00,"18-11-LSR01","E52","U",NA,16.8,137,0.06,NA,NA,NA,51.9999981,36.1,1.4185,65,"Y",0.01402,43,0.01402,1.03597,4,3,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"DOP 0053 EDSM 2017-10-10 18-11-LSR01 E53","DOP","0053","EDSM","KT",2017,10,2017-10-10,08:39:00,"18-11-LSR01","E53","U",NA,16.8,137,0.06,NA,NA,NA,51.9999981,36.1,1.1679,60,"Y",NA,23,NA,0.33948,3,2,"Y","N","Y","N","N",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"DOP 0054 EDSM 2017-10-10 18-11-LSR01 E54","DOP","0054","EDSM","KT",2017,10,2017-10-10,08:39:00,"18-11-LSR01","E54","U",NA,16.8,137,0.06,NA,NA,NA,51.9999981,36.1,0.5737,49,"Y",NA,13,NA,0.21646,2,2,"N","N","N","N","N",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP 0055 EDSM 2017-10-10 18-11-LSR01 E55","DOP","0055","EDSM","KT",2017,10,2017-10-10,08:39:00,"18-11-LSR01","E55","U",NA,16.8,137,0.06,NA,NA,NA,51.9999981,36.1,1.3903,60,"Y",NA,19,NA,0.35941,2,3,"N","N","Y","N","N",0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DOP 0056 EDSM 2017-10-10 18-11-LSR01 E56","DOP","0056","EDSM","KT",2017,10,2017-10-10,08:39:00,"18-11-LSR01","E56","U",NA,16.8,137,0.06,NA,NA,NA,51.9999981,36.1,0.9115,54,"Y",NA,31,NA,0.28863,3,2,"Y","Y","N","N","N",0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
